AthleteCode,PrintName,FamilyName,GivenName,GenderCode,OrganisationCode,DisciplineCode,EventEntry,event_count,Id_x,CHI_Description_x,Id_y,CHI_Description_y
SWMWS0010613,刘宇彤,刘宇彤,,2,HEB,SWM,"[{'EventCode': 'SWMW50MFR-------------------------'}, {'EventCode': 'SWMW100MFR------------------------'}, {'EventCode': 'SWMW800MFR------------------------'}, {'EventCode': 'SWMW1500MFR-----------------------'}]",4,SWM,游泳,HEB,河北
SWMWS0010615,刘子璇,刘子璇,,2,HEB,SWM,"[{'EventCode': 'SWMW50MFR-------------------------'}, {'EventCode': 'SWMW100MFR------------------------'}, {'EventCode': 'SWMW200MFR------------------------'}, {'EventCode': 'SWMW400MFR------------------------'}, {'EventCode': 'SWMW4X100MFR----------------------'}, {'EventCode': 'SWMW4X200MFR----------------------'}]",6,SWM,游泳,HEB,河北
SWMWS0010617,马永慧,马永慧,,2,HEB,SWM,"[{'EventCode': 'SWMW200MFR------------------------'}, {'EventCode': 'SWMW400MFR------------------------'}, {'EventCode': 'SWMW800MFR------------------------'}, {'EventCode': 'SWMW1500MFR-----------------------'}, {'EventCode': 'SWMW100MBF------------------------'}, {'EventCode': 'SWMW200MBF------------------------'}, {'EventCode': 'SWMW4X100MFR----------------------'}, {'EventCode': 'SWMW4X200MFR----------------------'}]",8,SWM,游泳,HEB,河北
SWMWS0010618,宁晨格,宁晨格,,2,HEB,SWM,[{'EventCode': 'SWMW1500MFR-----------------------'}],1,SWM,游泳,HEB,河北
SWMWS0010619,牛翊冰,牛翊冰,,2,HEB,SWM,[{'EventCode': 'SWMW200MBA------------------------'}],1,SWM,游泳,HEB,河北
SWMWS0010622,孙嘉珂,孙嘉珂,,2,HEB,SWM,"[{'EventCode': 'SWMW400MFR------------------------'}, {'EventCode': 'SWMW800MFR------------------------'}, {'EventCode': 'SWMW1500MFR-----------------------'}]",3,SWM,游泳,HEB,河北
SWMWS0010623,王奥凝,王奥凝,,2,HEB,SWM,"[{'EventCode': 'SWMW100MBF------------------------'}, {'EventCode': 'SWMW200MBF------------------------'}]",2,SWM,游泳,HEB,河北
SWMWS0010626,于卓萱,于卓萱,,2,HEB,SWM,"[{'EventCode': 'SWMW200MFR------------------------'}, {'EventCode': 'SWMW400MFR------------------------'}, {'EventCode': 'SWMW800MFR------------------------'}, {'EventCode': 'SWMW1500MFR-----------------------'}, {'EventCode': 'SWMW4X200MFR----------------------'}]",5,SWM,游泳,HEB,河北
SWMWS0010628,张可,张可,,2,HEB,SWM,"[{'EventCode': 'SWMW200MFR------------------------'}, {'EventCode': 'SWMW400MFR------------------------'}, {'EventCode': 'SWMW800MFR------------------------'}, {'EventCode': 'SWMW1500MFR-----------------------'}, {'EventCode': 'SWMW4X100MFR----------------------'}, {'EventCode': 'SWMW4X200MFR----------------------'}]",6,SWM,游泳,HEB,河北
SWMWS0010629,张一璠,张一璠,,2,HEB,SWM,"[{'EventCode': 'SWMW50MFR-------------------------'}, {'EventCode': 'SWMW200MFR------------------------'}, {'EventCode': 'SWMW100MBF------------------------'}, {'EventCode': 'SWMW200MBF------------------------'}, {'EventCode': 'SWMW4X100MFR----------------------'}, {'EventCode': 'SWMW4X200MFR----------------------'}, {'EventCode': 'SWMX4X100MMD----------------------'}]",7,SWM,游泳,HEB,河北
SWMWS0010630,赵静蕾,赵静蕾,,2,HEB,SWM,"[{'EventCode': 'SWMW50MFR-------------------------'}, {'EventCode': 'SWMW100MFR------------------------'}, {'EventCode': 'SWMW200MFR------------------------'}, {'EventCode': 'SWMW200MIM------------------------'}, {'EventCode': 'SWMW400MIM------------------------'}, {'EventCode': 'SWMW4X100MFR----------------------'}, {'EventCode': 'SWMX4X100MMD----------------------'}]",7,SWM,游泳,HEB,河北
SWMWS0010632,周宇琦,周宇琦,,2,HEB,SWM,"[{'EventCode': 'SWMW100MBF------------------------'}, {'EventCode': 'SWMW200MBF------------------------'}]",2,SWM,游泳,HEB,河北
SWMWS0017765,毕雨函,毕雨函,,2,SHX,SWM,"[{'EventCode': 'SWMW800MFR------------------------'}, {'EventCode': 'SWMW1500MFR-----------------------'}, {'EventCode': 'SWMW400MIM------------------------'}]",3,SWM,游泳,SHX,山西
SWMWS0017789,刘海雲,刘海雲,,2,SHX,SWM,"[{'EventCode': 'SWMW200MBA------------------------'}, {'EventCode': 'SWMW200MIM------------------------'}, {'EventCode': 'SWMW400MIM------------------------'}, {'EventCode': 'SWMW4X100MMD----------------------'}]",4,SWM,游泳,SHX,山西
SWMWS0017790,刘健为,刘健为,,2,SHX,SWM,[{'EventCode': 'SWMW200MBR------------------------'}],1,SWM,游泳,SHX,山西
SWMWS0017793,刘祉彤,刘祉彤,,2,SHX,SWM,"[{'EventCode': 'SWMW200MFR------------------------'}, {'EventCode': 'SWMW400MFR------------------------'}, {'EventCode': 'SWMW100MBF------------------------'}, {'EventCode': 'SWMW200MBF------------------------'}, {'EventCode': 'SWMW4X100MMD----------------------'}]",5,SWM,游泳,SHX,山西
SWMWS0017819,魏书瑶,魏书瑶,,2,SHX,SWM,"[{'EventCode': 'SWMW200MBA------------------------'}, {'EventCode': 'SWMW4X100MMD----------------------'}]",2,SWM,游泳,SHX,山西
SWMWS0017823,杨畅,杨畅,,2,SHX,SWM,"[{'EventCode': 'SWMW100MBR------------------------'}, {'EventCode': 'SWMW200MBR------------------------'}, {'EventCode': 'SWMW4X100MMD----------------------'}]",3,SWM,游泳,SHX,山西
SWMWS0032821,单凯琪,单凯琪,,2,LIN,SWM,[{'EventCode': 'SWMW100MBF------------------------'}],1,SWM,游泳,LIN,辽宁
SWMWS0032833,侯雅雯,侯雅雯,,2,LIN,SWM,"[{'EventCode': 'SWMW800MFR------------------------'}, {'EventCode': 'SWMW1500MFR-----------------------'}, {'EventCode': 'SWMW4X100MFR----------------------'}, {'EventCode': 'SWMW4X200MFR----------------------'}]",4,SWM,游泳,LIN,辽宁
SWMWS0032836,井上北华,井上北华,,2,LIN,SWM,"[{'EventCode': 'SWMW100MBF------------------------'}, {'EventCode': 'SWMW200MBF------------------------'}, {'EventCode': 'SWMW4X100MMD----------------------'}, {'EventCode': 'SWMW4X200MMD----------------------'}]",4,SWM,游泳,LIN,辽宁
SWMWS0032847,李秋实,李秋实,,2,LIN,SWM,"[{'EventCode': 'SWMW200MFR------------------------'}, {'EventCode': 'SWMW1500MFR-----------------------'}, {'EventCode': 'SWMW200MBR------------------------'}, {'EventCode': 'SWMW4X100MMD----------------------'}, {'EventCode': 'SWMW4X200MMD----------------------'}]",5,SWM,游泳,LIN,辽宁
SWMWS0032852,李昀潼,李昀潼,,2,LIN,SWM,"[{'EventCode': 'SWMW1500MFR-----------------------'}, {'EventCode': 'SWMW200MBF------------------------'}]",2,SWM,游泳,LIN,辽宁
SWMWS0032854,李治锦,李治锦,,2,LIN,SWM,[{'EventCode': 'SWMW1500MFR-----------------------'}],1,SWM,游泳,LIN,辽宁
SWMWS0032873,马小茗,马小茗,,2,LIN,SWM,"[{'EventCode': 'SWMW400MFR------------------------'}, {'EventCode': 'SWMW800MFR------------------------'}, {'EventCode': 'SWMW1500MFR-----------------------'}, {'EventCode': 'SWMW4X100MMD----------------------'}, {'EventCode': 'SWMW4X200MMD----------------------'}]",5,SWM,游泳,LIN,辽宁
SWMWS0032876,牟宝怡,牟宝怡,,2,LIN,SWM,[{'EventCode': 'SWMW1500MFR-----------------------'}],1,SWM,游泳,LIN,辽宁
SWMWS0032881,邱钰涵,邱钰涵,,2,LIN,SWM,"[{'EventCode': 'SWMW50MFR-------------------------'}, {'EventCode': 'SWMW100MFR------------------------'}, {'EventCode': 'SWMW200MFR------------------------'}, {'EventCode': 'SWMW400MFR------------------------'}, {'EventCode': 'SWMW4X100MFR----------------------'}, {'EventCode': 'SWMW4X200MFR----------------------'}]",6,SWM,游泳,LIN,辽宁
SWMWS0032884,任健淼,任健淼,,2,LIN,SWM,"[{'EventCode': 'SWMW200MBA------------------------'}, {'EventCode': 'SWMW200MIM------------------------'}, {'EventCode': 'SWMW4X200MMD----------------------'}]",3,SWM,游泳,LIN,辽宁
SWMWS0032886,施宣羽,施宣羽,,2,LIN,SWM,[{'EventCode': 'SWMW1500MFR-----------------------'}],1,SWM,游泳,LIN,辽宁
SWMWS0032888,孙陈诗格,孙陈诗格,,2,LIN,SWM,"[{'EventCode': 'SWMW50MFR-------------------------'}, {'EventCode': 'SWMW100MFR------------------------'}]",2,SWM,游泳,LIN,辽宁
SWMWS0032894,王简嘉禾,王简嘉禾,,2,LIN,SWM,"[{'EventCode': 'SWMW200MFR------------------------'}, {'EventCode': 'SWMW400MFR------------------------'}, {'EventCode': 'SWMW800MFR------------------------'}, {'EventCode': 'SWMW1500MFR-----------------------'}, {'EventCode': 'SWMW4X100MFR----------------------'}, {'EventCode': 'SWMW4X200MFR----------------------'}]",6,SWM,游泳,LIN,辽宁
SWMWS0032897,王靖涵,王靖涵,,2,LIN,SWM,[{'EventCode': 'SWMW1500MFR-----------------------'}],1,SWM,游泳,LIN,辽宁
SWMWS0032899,王靖卓,王靖卓,,2,LIN,SWM,"[{'EventCode': 'SWMW100MFR------------------------'}, {'EventCode': 'SWMW200MFR------------------------'}, {'EventCode': 'SWMW100MBF------------------------'}, {'EventCode': 'SWMW4X100MFR----------------------'}, {'EventCode': 'SWMW4X200MFR----------------------'}, {'EventCode': 'SWMW4X100MMD----------------------'}, {'EventCode': 'SWMX4X100MMD----------------------'}]",7,SWM,游泳,LIN,辽宁
SWMWS0032900,王凯祺,王凯祺,,2,LIN,SWM,"[{'EventCode': 'SWMW200MBF------------------------'}, {'EventCode': 'SWMW200MIM------------------------'}, {'EventCode': 'SWMW400MIM------------------------'}]",3,SWM,游泳,LIN,辽宁
SWMWS0032911,王艺倬,王艺倬,,2,LIN,SWM,"[{'EventCode': 'SWMW50MFR-------------------------'}, {'EventCode': 'SWMW100MFR------------------------'}, {'EventCode': 'SWMW4X200MMD----------------------'}]",3,SWM,游泳,LIN,辽宁
SWMWS0032918,薛憬桐,薛憬桐,,2,LIN,SWM,"[{'EventCode': 'SWMW100MBR------------------------'}, {'EventCode': 'SWMW200MIM------------------------'}, {'EventCode': 'SWMX4X100MMD----------------------'}]",3,SWM,游泳,LIN,辽宁
SWMWS0032928,詹晓宁,詹晓宁,,2,LIN,SWM,"[{'EventCode': 'SWMW400MFR------------------------'}, {'EventCode': 'SWMW800MFR------------------------'}, {'EventCode': 'SWMW1500MFR-----------------------'}]",3,SWM,游泳,LIN,辽宁
SWMWS0049378,姜百艺,姜百艺,,2,HLJ,SWM,"[{'EventCode': 'SWMW50MFR-------------------------'}, {'EventCode': 'SWMW100MFR------------------------'}]",2,SWM,游泳,HLJ,黑龙江
SWMWS0049385,刘梦阳,刘梦阳,,2,HLJ,SWM,"[{'EventCode': 'SWMW50MFR-------------------------'}, {'EventCode': 'SWMW100MBA------------------------'}, {'EventCode': 'SWMW200MBR------------------------'}, {'EventCode': 'SWMW200MIM------------------------'}, {'EventCode': 'SWMW400MIM------------------------'}]",5,SWM,游泳,HLJ,黑龙江
SWMWS0049396,尹全昕,尹全昕,,2,HLJ,SWM,[{'EventCode': 'SWMW200MBR------------------------'}],1,SWM,游泳,HLJ,黑龙江
SWMWS0051795,蔡沐珂,蔡沐珂,,2,SHH,SWM,"[{'EventCode': 'SWMW50MFR-------------------------'}, {'EventCode': 'SWMW100MBF------------------------'}, {'EventCode': 'SWMW200MBF------------------------'}, {'EventCode': 'SWMW4X100MMD----------------------'}, {'EventCode': 'SWMW4X200MMD----------------------'}, {'EventCode': 'SWMX4X100MMD----------------------'}]",6,SWM,游泳,SHH,上海
SWMWS0051798,陈爱主,陈爱主,,2,SHH,SWM,[{'EventCode': 'SWMW50MFR-------------------------'}],1,SWM,游泳,SHH,上海
SWMWS0051803,陈欣怡,陈欣怡,,2,SHH,SWM,"[{'EventCode': 'SWMW50MFR-------------------------'}, {'EventCode': 'SWMW100MFR------------------------'}, {'EventCode': 'SWMW100MBF------------------------'}, {'EventCode': 'SWMW200MIM------------------------'}, {'EventCode': 'SWMW4X100MFR----------------------'}, {'EventCode': 'SWMX4X100MMD----------------------'}]",6,SWM,游泳,SHH,上海
SWMWS0051809,范思语,范思语,,2,SHH,SWM,"[{'EventCode': 'SWMW200MIM------------------------'}, {'EventCode': 'SWMW400MIM------------------------'}]",2,SWM,游泳,SHH,上海
SWMWS0051814,龚一欣,龚一欣,,2,SHH,SWM,"[{'EventCode': 'SWMW400MFR------------------------'}, {'EventCode': 'SWMW800MFR------------------------'}, {'EventCode': 'SWMW1500MFR-----------------------'}, {'EventCode': 'SWMW4X200MFR----------------------'}, {'EventCode': 'SWMW4X200MMD----------------------'}]",5,SWM,游泳,SHH,上海
SWMWS0051816,黄婧婷,黄婧婷,,2,SHH,SWM,"[{'EventCode': 'SWMW50MFR-------------------------'}, {'EventCode': 'SWMW4X100MFR----------------------'}]",2,SWM,游泳,SHH,上海
SWMWS0051817,李好,李好,,2,SHH,SWM,"[{'EventCode': 'SWMW800MFR------------------------'}, {'EventCode': 'SWMW1500MFR-----------------------'}]",2,SWM,游泳,SHH,上海
SWMWS0051818,李佳雯,李佳雯,,2,SHH,SWM,[{'EventCode': 'SWMW100MBF------------------------'}],1,SWM,游泳,SHH,上海
SWMWS0051825,刘心妍,刘心妍,,2,SHH,SWM,"[{'EventCode': 'SWMW1500MFR-----------------------'}, {'EventCode': 'SWMW4X200MFR----------------------'}]",2,SWM,游泳,SHH,上海
SWMWS0051826,刘依文,刘依文,,2,SHH,SWM,"[{'EventCode': 'SWMW100MBA------------------------'}, {'EventCode': 'SWMW200MBA------------------------'}, {'EventCode': 'SWMW4X100MMD----------------------'}, {'EventCode': 'SWMW4X200MMD----------------------'}]",4,SWM,游泳,SHH,上海
SWMWS0051827,陆滢,陆滢,,2,SHH,SWM,"[{'EventCode': 'SWMW50MFR-------------------------'}, {'EventCode': 'SWMW100MBF------------------------'}]",2,SWM,游泳,SHH,上海
SWMWS0051828,吕泽颖,吕泽颖,,2,SHH,SWM,"[{'EventCode': 'SWMW200MBA------------------------'}, {'EventCode': 'SWMW4X200MFR----------------------'}]",2,SWM,游泳,SHH,上海
SWMWS0051837,宋梓欣,宋梓欣,,2,SHH,SWM,"[{'EventCode': 'SWMW100MFR------------------------'}, {'EventCode': 'SWMW200MFR------------------------'}, {'EventCode': 'SWMW100MBR------------------------'}, {'EventCode': 'SWMW200MIM------------------------'}, {'EventCode': 'SWMW4X100MFR----------------------'}, {'EventCode': 'SWMW4X100MMD----------------------'}, {'EventCode': 'SWMW4X200MMD----------------------'}]",7,SWM,游泳,SHH,上海
SWMWS0051839,唐钱婷,唐钱婷,,2,SHH,SWM,"[{'EventCode': 'SWMW100MBR------------------------'}, {'EventCode': 'SWMW200MBR------------------------'}, {'EventCode': 'SWMW4X100MFR----------------------'}, {'EventCode': 'SWMW4X100MMD----------------------'}]",4,SWM,游泳,SHH,上海
SWMWS0051841,王星婕,王星婕,,2,SHH,SWM,"[{'EventCode': 'SWMW50MFR-------------------------'}, {'EventCode': 'SWMW100MFR------------------------'}, {'EventCode': 'SWMW4X100MFR----------------------'}, {'EventCode': 'SWMW4X200MFR----------------------'}, {'EventCode': 'SWMW4X100MMD----------------------'}]",5,SWM,游泳,SHH,上海
SWMWS0051847,吴珏,吴珏,,2,SHH,SWM,"[{'EventCode': 'SWMW200MIM------------------------'}, {'EventCode': 'SWMW400MIM------------------------'}]",2,SWM,游泳,SHH,上海
SWMWS0051854,张佳莹,张佳莹,,2,SHH,SWM,"[{'EventCode': 'SWMW50MFR-------------------------'}, {'EventCode': 'SWMW100MBR------------------------'}]",2,SWM,游泳,SHH,上海
SWMWS0051855,张思诗,张思诗,,2,SHH,SWM,[{'EventCode': 'SWMW50MFR-------------------------'}],1,SWM,游泳,SHH,上海
SWMWS0051857,章歆琳,章歆琳,,2,SHH,SWM,[{'EventCode': 'SWMW100MBA------------------------'}],1,SWM,游泳,SHH,上海
SWMWS0051860,郑瑶,郑瑶,,2,SHH,SWM,[{'EventCode': 'SWMW50MFR-------------------------'}],1,SWM,游泳,SHH,上海
SWMWS0055029,陈可意,陈可意,,2,JIS,SWM,"[{'EventCode': 'SWMW100MBR------------------------'}, {'EventCode': 'SWMW200MBR------------------------'}, {'EventCode': 'SWMW200MIM------------------------'}, {'EventCode': 'SWMW4X100MMD----------------------'}]",4,SWM,游泳,JIS,江苏
SWMWS0055030,陈诺钰,陈诺钰,,2,JIS,SWM,"[{'EventCode': 'SWMW100MBF------------------------'}, {'EventCode': 'SWMW4X100MMD----------------------'}, {'EventCode': 'SWMX4X100MMD----------------------'}]",3,SWM,游泳,JIS,江苏
SWMWS0055035,戴佳怡,戴佳怡,,2,JIS,SWM,"[{'EventCode': 'SWMW200MIM------------------------'}, {'EventCode': 'SWMW4X100MFR----------------------'}, {'EventCode': 'SWMW4X200MFR----------------------'}, {'EventCode': 'SWMW4X100MMD----------------------'}]",4,SWM,游泳,JIS,江苏
SWMWS0055041,傅怡然,傅怡然,,2,JIS,SWM,"[{'EventCode': 'SWMW100MFR------------------------'}, {'EventCode': 'SWMW200MFR------------------------'}, {'EventCode': 'SWMW4X100MFR----------------------'}, {'EventCode': 'SWMW4X200MFR----------------------'}]",4,SWM,游泳,JIS,江苏
SWMWS0055045,吉玟桦,吉玟桦,,2,JIS,SWM,"[{'EventCode': 'SWMW200MFR------------------------'}, {'EventCode': 'SWMW400MFR------------------------'}, {'EventCode': 'SWMW4X100MFR----------------------'}, {'EventCode': 'SWMW4X200MFR----------------------'}, {'EventCode': 'SWMW4X100MMD----------------------'}]",5,SWM,游泳,JIS,江苏
SWMWS0055051,刘子暄,刘子暄,,2,JIS,SWM,"[{'EventCode': 'SWMW100MBF------------------------'}, {'EventCode': 'SWMW200MBF------------------------'}]",2,SWM,游泳,JIS,江苏
SWMWS0055058,沈铎,沈铎,,2,JIS,SWM,"[{'EventCode': 'SWMW100MFR------------------------'}, {'EventCode': 'SWMW200MFR------------------------'}, {'EventCode': 'SWMW4X100MFR----------------------'}, {'EventCode': 'SWMW4X200MFR----------------------'}, {'EventCode': 'SWMX4X100MMD----------------------'}]",5,SWM,游泳,JIS,江苏
SWMWS0055073,杨雯文,杨雯文,,2,JIS,SWM,"[{'EventCode': 'SWMW50MFR-------------------------'}, {'EventCode': 'SWMW100MFR------------------------'}, {'EventCode': 'SWMW4X100MFR----------------------'}]",3,SWM,游泳,JIS,江苏
SWMWS0055082,张雨霏,张雨霏,,2,JIS,SWM,"[{'EventCode': 'SWMW50MFR-------------------------'}, {'EventCode': 'SWMW200MFR------------------------'}, {'EventCode': 'SWMW100MBF------------------------'}, {'EventCode': 'SWMW200MBF------------------------'}, {'EventCode': 'SWMW4X100MFR----------------------'}, {'EventCode': 'SWMW4X200MFR----------------------'}, {'EventCode': 'SWMX4X100MMD----------------------'}]",7,SWM,游泳,JIS,江苏
SWMWS0063427,陈怡慧,陈怡慧,,2,ZHJ,SWM,[{'EventCode': 'SWMW100MBF------------------------'}],1,SWM,游泳,ZHJ,浙江
SWMWS0063435,傅园慧,傅园慧,,2,ZHJ,SWM,[{'EventCode': 'SWMW100MBA------------------------'}],1,SWM,游泳,ZHJ,浙江
SWMWS0063436,高兴,高兴,,2,ZHJ,SWM,"[{'EventCode': 'SWMW100MBA------------------------'}, {'EventCode': 'SWMW200MBA------------------------'}, {'EventCode': 'SWMW100MBF------------------------'}, {'EventCode': 'SWMW200MBF------------------------'}]",4,SWM,游泳,ZHJ,浙江
SWMWS0063446,李佩琦,李佩琦,,2,ZHJ,SWM,"[{'EventCode': 'SWMW200MIM------------------------'}, {'EventCode': 'SWMW400MIM------------------------'}]",2,SWM,游泳,ZHJ,浙江
SWMWS0063448,李欣瑜,李欣瑜,,2,ZHJ,SWM,"[{'EventCode': 'SWMW100MFR------------------------'}, {'EventCode': 'SWMW200MFR------------------------'}, {'EventCode': 'SWMW4X100MFR----------------------'}, {'EventCode': 'SWMW4X200MFR----------------------'}, {'EventCode': 'SWMW4X200MMD----------------------'}]",5,SWM,游泳,ZHJ,浙江
SWMWS0063453,林欣彤,林欣彤,,2,ZHJ,SWM,"[{'EventCode': 'SWMW50MFR-------------------------'}, {'EventCode': 'SWMW100MFR------------------------'}, {'EventCode': 'SWMW200MFR------------------------'}, {'EventCode': 'SWMW100MBF------------------------'}, {'EventCode': 'SWMW4X100MFR----------------------'}]",5,SWM,游泳,ZHJ,浙江
SWMWS0063456,刘睿勤,刘睿勤,,2,ZHJ,SWM,[{'EventCode': 'SWMW50MFR-------------------------'}],1,SWM,游泳,ZHJ,浙江
SWMWS0063457,柳雅欣,柳雅欣,,2,ZHJ,SWM,"[{'EventCode': 'SWMW100MBA------------------------'}, {'EventCode': 'SWMW200MBA------------------------'}, {'EventCode': 'SWMW4X200MFR----------------------'}, {'EventCode': 'SWMW4X100MMD----------------------'}, {'EventCode': 'SWMW4X200MMD----------------------'}]",5,SWM,游泳,ZHJ,浙江
SWMWS0063458,吕东泽,吕东泽,,2,ZHJ,SWM,"[{'EventCode': 'SWMW400MFR------------------------'}, {'EventCode': 'SWMW800MFR------------------------'}, {'EventCode': 'SWMW100MBF------------------------'}, {'EventCode': 'SWMW200MIM------------------------'}]",4,SWM,游泳,ZHJ,浙江
SWMWS0063459,吕越,吕越,,2,ZHJ,SWM,"[{'EventCode': 'SWMW50MFR-------------------------'}, {'EventCode': 'SWMW100MFR------------------------'}, {'EventCode': 'SWMW100MBA------------------------'}, {'EventCode': 'SWMW4X100MFR----------------------'}]",4,SWM,游泳,ZHJ,浙江
SWMWS0063460,吕卓,吕卓,,2,ZHJ,SWM,[{'EventCode': 'SWMW100MBF------------------------'}],1,SWM,游泳,ZHJ,浙江
